symbol,name,exchange,yahoo
DCTH,"Delcath Systems, Inc. - Common Stock",NASDAQ,DCTH
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ,DDI
DDOG,"Datadog, Inc. - Class A Common Stock",NASDAQ,DDOG
DEFT,"Defi Technologies, Inc. - Common Stock",NASDAQ,DEFT
DENN,Denny's Corporation - Common Stock,NASDAQ,DENN
DERM,Journey Medical Corporation - Common Stock,NASDAQ,DERM
DEVS,DevvStream Corp. - Common Stock,NASDAQ,DEVS
DFDV,DeFi Development Corp. - Common Stock,NASDAQ,DFDV
DFLI,Dragonfly Energy Holdings Corp - Common Stock,NASDAQ,DFLI
DFLIW,Dragonfly Energy Holdings Corp - Warrant,NASDAQ,DFLIW
DFSC,"DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering",NASDAQ,DFSC
DFSCW,DEFSEC Technologies Inc. - warrant,NASDAQ,DFSCW
DGICA,"Donegal Group, Inc. - Class A Common Stock",NASDAQ,DGICA
DGICB,"Donegal Group, Inc. - Class B Common Stock",NASDAQ,DGICB
DGII,Digi International Inc. - Common Stock,NASDAQ,DGII
DGLY,"Digital Ally, Inc. - Common Stock",NASDAQ,DGLY
DGNX,Diginex Limited - Ordinary Shares,NASDAQ,DGNX
DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,NASDAQ,DGXX
DH,Definitive Healthcare Corp. - Class A Common Stock,NASDAQ,DH
DHAI,"DIH Holding US, Inc. - Class A Common Stock",NASDAQ,DHAI
DHAIW,"DIH Holding US, Inc. - Warrant",NASDAQ,DHAIW
DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,NASDAQ,DHC
DHCNI,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,NASDAQ,DHCNI
DHCNL,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,NASDAQ,DHCNL
DHIL,"Diamond Hill Investment Group, Inc. - Class A Common Stock",NASDAQ,DHIL
DIBS,"1stdibs.com, Inc. - Common Stock",NASDAQ,DIBS
DIOD,Diodes Incorporated - Common Stock,NASDAQ,DIOD
DJCO,Daily Journal Corp. (S.C.) - Common Stock,NASDAQ,DJCO
DJT,Trump Media & Technology Group Corp. - Common Stock,NASDAQ,DJT
DJTWW,Trump Media & Technology Group Corp. - Warrants,NASDAQ,DJTWW
DKI,DarkIris Inc. - Class A Ordinary Shares,NASDAQ,DKI
DKNG,DraftKings Inc. - Class A Common Stock,NASDAQ,DKNG
DLHC,DLH Holdings Corp. - Common Stock,NASDAQ,DLHC
DLO,DLocal Limited - Class A Common Shares,NASDAQ,DLO
DLPN,"Dolphin Entertainment, Inc. - Common Stock",NASDAQ,DLPN
DLTH,Duluth Holdings Inc. - Class B Common Stock,NASDAQ,DLTH
DLTR,"Dollar Tree, Inc. - Common Stock",NASDAQ,DLTR
DLXY,Delixy Holdings Limited - Ordinary Shares,NASDAQ,DLXY
DMAA,Drugs Made In America Acquisition Corp. - Ordinary Shares,NASDAQ,DMAA
DMAAR,Drugs Made In America Acquisition Corp. - Rights,NASDAQ,DMAAR
DMAAU,Drugs Made In America Acquisition Corp. - Units,NASDAQ,DMAAU
DMAC,DiaMedica Therapeutics Inc. - Common Stock,NASDAQ,DMAC
DMIIU,Drugs Made In America Acquisition II Corp. - Unit,NASDAQ,DMIIU
DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ,DMLP
DMRC,Digimarc Corporation - Common Stock,NASDAQ,DMRC
DNLI,Denali Therapeutics Inc. - Common Stock,NASDAQ,DNLI
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",NASDAQ,DNTH
DNUT,"Krispy Kreme, Inc. - Common Stock",NASDAQ,DNUT
DOCU,"DocuSign, Inc. - Common Stock",NASDAQ,DOCU
DOGZ,Dogness (International) Corporation - Class A Common Stock,NASDAQ,DOGZ
DOMH,Dominari Holdings Inc. - Common Stock,NASDAQ,DOMH
DOMO,"Domo, Inc. - Class B Common Stock",NASDAQ,DOMO
DOOO,BRP Inc. - Common Subordinate Voting Shares,NASDAQ,DOOO
DORM,"Dorman Products, Inc. - Common Stock",NASDAQ,DORM
DOX,Amdocs Limited - Ordinary Shares,NASDAQ,DOX
DOYU,DouYu International Holdings Limited - American Depositary Shares,NASDAQ,DOYU
DPRO,Draganfly Inc. - Common Shares,NASDAQ,DPRO
DPZ,Domino's Pizza Inc - Common Stock,NASDAQ,DPZ
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",NASDAQ,DRCT
DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,NASDAQ,DRDB
DRDBU,Roman DBDR Acquisition Corp. II - Unit,NASDAQ,DRDBU
DRDBW,Roman DBDR Acquisition Corp. II - Warrants,NASDAQ,DRDBW
DRIO,DarioHealth Corp. - Common Stock,NASDAQ,DRIO
DRMA,"Dermata Therapeutics, Inc. - Common Stock",NASDAQ,DRMA
DRMAW,"Dermata Therapeutics, Inc. - Warrant",NASDAQ,DRMAW
DRS,"Leonardo DRS, Inc. - Common Stock",NASDAQ,DRS
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,NASDAQ,DRTS
DRTSW,Alpha Tau Medical Ltd. - Warrant,NASDAQ,DRTSW
DRUG,Bright Minds Biosciences Inc. - common stock,NASDAQ,DRUG
DRVN,Driven Brands Holdings Inc. - Common Stock,NASDAQ,DRVN
DSGN,"Design Therapeutics, Inc. - Common Stock",NASDAQ,DSGN
DSGR,"Distribution Solutions Group, Inc. - Common Stock",NASDAQ,DSGR
DSGX,The Descartes Systems Group Inc. - Common Stock,NASDAQ,DSGX
DSP,Viant Technology Inc. - common stock,NASDAQ,DSP
DSWL,"Deswell Industries, Inc. - Common Shares",NASDAQ,DSWL
DSY,Big Tree Cloud Holdings Limited - Ordinary Shares,NASDAQ,DSY
DSYWW,Big Tree Cloud Holdings Limited - Warrants,NASDAQ,DSYWW
DTCK,Davis Commodities Limited - Class A Ordinary Shares,NASDAQ,DTCK
DTI,Drilling Tools International Corporation  - Common Stock,NASDAQ,DTI
DTIL,"Precision BioSciences, Inc. - Common Stock",NASDAQ,DTIL
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,NASDAQ,DTSQ
DTSQR,DT Cloud Star Acquisition Corporation - Right,NASDAQ,DTSQR
DTSQU,DT Cloud Star Acquisition Corporation - Units,NASDAQ,DTSQU
DTSS,Datasea Inc. - Common Stock,NASDAQ,DTSS
DTST,Data Storage Corporation - Common Stock,NASDAQ,DTST
DTSTW,Data Storage Corporation - Warrant,NASDAQ,DTSTW
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,NASDAQ,DUO
DUOL,"Duolingo, Inc. - Class A Common Stock",NASDAQ,DUOL
DUOT,"Duos Technologies Group, Inc. - Common Stock",NASDAQ,DUOT
DVAX,Dynavax Technologies Corporation - Common Stock,NASDAQ,DVAX
DVLT,Datavault AI Inc. - Common Stock,NASDAQ,DVLT
DWSN,Dawson Geophysical Company - Common Stock,NASDAQ,DWSN
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",NASDAQ,DWTX
DXCM,"DexCom, Inc. - Common Stock",NASDAQ,DXCM
DXLG,"Destination XL Group, Inc. - Common Stock",NASDAQ,DXLG
DXPE,"DXP Enterprises, Inc. - Common Stock",NASDAQ,DXPE
DXR,Daxor Corporation - Closed End Fund,NASDAQ,DXR
DXST,Decent Holding Inc. - Class A Ordinary Shares,NASDAQ,DXST
DYAI,"Dyadic International, Inc. - Common Stock",NASDAQ,DYAI
DYCQ,DT Cloud Acquisition Corporation - Ordinary shares,NASDAQ,DYCQ
DYCQR,DT Cloud Acquisition Corporation - Right,NASDAQ,DYCQR
DYCQU,DT Cloud Acquisition Corporation - Unit,NASDAQ,DYCQU
DYN,"Dyne Therapeutics, Inc. - Common Stock",NASDAQ,DYN
EA,Electronic Arts Inc. - Common Stock,NASDAQ,EA
EBAY,eBay Inc. - Common Stock,NASDAQ,EBAY
EBC,"Eastern Bankshares, Inc. - Common Stock",NASDAQ,EBC
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",NASDAQ,EBMT
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,NASDAQ,EBON
ECBK,"ECB Bancorp, Inc. - Common Stock",NASDAQ,ECBK
ECDA,"ECD Automotive Design, Inc. - Common Stock",NASDAQ,ECDA
ECDAW,"ECD Automotive Design, Inc. - Warrant",NASDAQ,ECDAW
ECOR,"electroCore, Inc. - Common Stock",NASDAQ,ECOR
ECPG,Encore Capital Group Inc - Common Stock,NASDAQ,ECPG
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ,ECX
ECXWW,ECARX Holdings Inc. - Warrants,NASDAQ,ECXWW
EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",NASDAQ,EDAP
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ,EDBL
EDBLW,Edible Garden AG Incorporated - Warrant,NASDAQ,EDBLW
EDHL,Everbright Digital Holding Limited - Ordinary Shares,NASDAQ,EDHL
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,EDIT
EDRY,EuroDry Ltd. - Common Shares,NASDAQ,EDRY
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ,EDSA
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ,EDTK
EDUC,Educational Development Corporation - Common Stock,NASDAQ,EDUC
EEFT,"Euronet Worldwide, Inc. - Common Stock",NASDAQ,EEFT
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ,EEIQ
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ,EFOI
EFSC,Enterprise Financial Services Corporation - Common Stock,NASDAQ,EFSC
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,EFSCP
EFSI,Eagle Financial Services Inc - Common Stock,NASDAQ,EFSI
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",NASDAQ,EFTY
EGAN,eGain Corporation - Common Stock,NASDAQ,EGAN
EGBN,"Eagle Bancorp, Inc. - Common Stock",NASDAQ,EGBN
EGHA,EGH Acquisition Corp. - Class A ordinary shares,NASDAQ,EGHA
EGHAR,EGH Acquisition Corp. - rights,NASDAQ,EGHAR
EGHAU,EGH Acquisition Corp. - Unit,NASDAQ,EGHAU
EGHT,8x8 Inc - Common stock,NASDAQ,EGHT
EH,EHang Holdings Limited - ADS,NASDAQ,EH
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ,EHGO
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ,EHLD
EHTH,"eHealth, Inc. - Common Stock",NASDAQ,EHTH
EJH,E-Home Household Service Holdings Limited - Ordinary shares,NASDAQ,EJH
EKSO,"Ekso Bionics Holdings, Inc. - Common Stock",NASDAQ,EKSO
ELAB,PMGC Holdings Inc. - Common Stock,NASDAQ,ELAB
ELBM,Electra Battery Materials Corporation - Common Stock,NASDAQ,ELBM
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",NASDAQ,ELDN
ELOG,Eastern International Ltd. - Ordinary Shares,NASDAQ,ELOG
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,NASDAQ,ELPW
ELSE,"Electro-Sensors, Inc. - Common Stock",NASDAQ,ELSE
ELTK,Eltek Ltd. - Ordinary Shares,NASDAQ,ELTK
ELTX,"Elicio Therapeutics, Inc. - Common Stock",NASDAQ,ELTX
ELUT,"Elutia, Inc. - Class A Common Stock",NASDAQ,ELUT
ELVA,Electrovaya Inc. - Common Shares,NASDAQ,ELVA
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",NASDAQ,ELVN
ELVR,Elevra Lithium Limited - American Depository Shares,NASDAQ,ELVR
ELWS,"Earlyworks Co., Ltd. - American Depositary Shares",NASDAQ,ELWS
EM,Smart Share Global Limited - American Depositary Shares,NASDAQ,EM
EMBC,Embecta Corp. - Common Stock,NASDAQ,EMBC
EMISU,Emmis Acquisition Corp. - Units,NASDAQ,EMISU
EML,Eastern Company (The) - Common Stock,NASDAQ,EML
EMPD,Empery Digital Inc. - Common stock,NASDAQ,EMPD
EMPG,Empro Group Inc. - Ordinary shares,NASDAQ,EMPG
ENGN,enGene Holdings Inc. - Common Stock,NASDAQ,ENGN
ENGNW,enGene Holdings Inc. - Warrants,NASDAQ,ENGNW
ENGS,Energys Group Limited - Ordinary Shares,NASDAQ,ENGS
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,NASDAQ,ENLT
ENLV,Enlivex Therapeutics Ltd. - Ordinary Shares,NASDAQ,ENLV
ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,ENPH
ENSC,"Ensysce Biosciences, Inc. - Common Stock",NASDAQ,ENSC
ENSG,"The Ensign Group, Inc. - Common Stock",NASDAQ,ENSG
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",NASDAQ,ENTA
ENTG,"Entegris, Inc. - Common Stock",NASDAQ,ENTG
ENTO,Entero Therapeutics Inc. - Common Stock,NASDAQ,ENTO
ENTX,Entera Bio Ltd. - Ordinary Shares,NASDAQ,ENTX
ENVB,"Enveric Biosciences, Inc.  - Common Stock",NASDAQ,ENVB
ENVX,Enovix Corporation - Common Stock,NASDAQ,ENVX
EOLS,"Evolus, Inc. - Common Stock",NASDAQ,EOLS
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",NASDAQ,EOSE
EOSEW,"Eos Energy Enterprises, Inc. - Warrant",NASDAQ,EOSEW
EPOW,"Sunrise New Energy Co., Ltd - Class A Ordinary Shares",NASDAQ,EPOW
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,NASDAQ,EPRX
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,NASDAQ,EPSM
EPSN,Epsilon Energy Ltd. - Common Shares,NASDAQ,EPSN
EPWK,EPWK Holdings Ltd. - Class A Ordinary Shares,NASDAQ,EPWK
EQ,"Equillium, Inc. - Common Stock",NASDAQ,EQ
EQIX,"Equinix, Inc. - Common Stock",NASDAQ,EQIX
ERAS,"Erasca, Inc. - Common Stock",NASDAQ,ERAS
ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,NASDAQ,ERIC
ERIE,Erie Indemnity Company - Class A Common Stock,NASDAQ,ERIE
ERII,"Energy Recovery, Inc. - Common Stock",NASDAQ,ERII
ERNA,Ernexa Therapeutics Inc. - Common Stock,NASDAQ,ERNA
ESCA,"Escalade, Incorporated - Common Stock",NASDAQ,ESCA
ESEA,Euroseas Ltd. - Common Stock,NASDAQ,ESEA
ESGL,ESGL Holdings Limited - Class A Ordinary Shares,NASDAQ,ESGL
ESGLW,ESGL Holdings Limited - Warrants,NASDAQ,ESGLW
ESHA,ESH Acquisition Corp. - Class A Common Stock,NASDAQ,ESHA
ESHAR,ESH Acquisition Corp. - Right,NASDAQ,ESHAR
ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,ESLA
ESLAW,"Estrella Immunopharma, Inc. - Warrant",NASDAQ,ESLAW
ESLT,Elbit Systems Ltd. - Ordinary Shares,NASDAQ,ESLT
ESOA,Energy Services of America Corporation - Common Stock,NASDAQ,ESOA
ESPR,"Esperion Therapeutics, Inc. - Common Stock",NASDAQ,ESPR
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",NASDAQ,ESQ
ESTA,Establishment Labs Holdings Inc. - Common Shares,NASDAQ,ESTA
ETHA,iShares Ethereum Trust - iShares Ethereum Trust ETF,NASDAQ,ETHA
ETHM,Dynamix Corporation - Class A Ordinary Share,NASDAQ,ETHM
ETHMU,Dynamix Corporation - Unit,NASDAQ,ETHMU
ETHMW,Dynamix Corporation - Warrant,NASDAQ,ETHMW
ETHZ,ETHZilla Corporation - Common Stock,NASDAQ,ETHZ
ETHZW,ETHZilla Corporation - Warrant,NASDAQ,ETHZW
ETNB,"89bio, Inc. - Common Stock",NASDAQ,ETNB
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",NASDAQ,ETON
ETOR,eToro Group Ltd. - Class A Common Shares,NASDAQ,ETOR
ETS,Elite Express Holding Inc. - Class A Common Stock,NASDAQ,ETS
EU,enCore Energy Corp. - Common Stock,NASDAQ,EU
EUDA,Euda Health Holdings Limited - Ordinary Shares,NASDAQ,EUDA
EUDAW,Euda Health Holdings Limited - Warrant,NASDAQ,EUDAW
EURK,Eureka Acquisition Corp - Class A Ordinary Share,NASDAQ,EURK
EURKR,Eureka Acquisition Corp - Right,NASDAQ,EURKR
EURKU,Eureka Acquisition Corp - Unit,NASDAQ,EURKU
EVAX,Evaxion A/S - American Depositary Share,NASDAQ,EVAX
EVCM,EverCommerce Inc. - Common Stock,NASDAQ,EVCM
EVER,"EverQuote, Inc. - Class A Common Stock",NASDAQ,EVER
EVGN,Evogene Ltd. - Ordinary Shares,NASDAQ,EVGN
EVGO,EVgo Inc. - Common Stock,NASDAQ,EVGO
EVGOW,"EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",NASDAQ,EVGOW
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",NASDAQ,EVLV
EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",NASDAQ,EVLVW
EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,NASDAQ,EVO
EVOK,"Evoke Pharma, Inc. - Common Stock",NASDAQ,EVOK
EVRG,"Evergy, Inc. - Common Stock",NASDAQ,EVRG
EVTV,"Envirotech Vehicles, Inc. - Common stock",NASDAQ,EVTV
EWBC,"East West Bancorp, Inc. - Common Stock",NASDAQ,EWBC
EWCZ,"European Wax Center, Inc. - Class A Common Stock",NASDAQ,EWCZ
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",NASDAQ,EWTX
EXAS,Exact Sciences Corporation - Common Stock,NASDAQ,EXAS
EXC,Exelon Corporation - Common Stock,NASDAQ,EXC
EXE,Expand Energy Corporation - Common Stock,NASDAQ,EXE
EXEEL,Expand Energy Corporation - Class C Warrants,NASDAQ,EXEEL
EXEEW,Expand Energy Corporation - Class A Warrants,NASDAQ,EXEEW
EXEEZ,Expand Energy Corporation - Class B Warrants,NASDAQ,EXEEZ
EXEL,"Exelixis, Inc. - Common Stock",NASDAQ,EXEL
EXFY,"Expensify, Inc. - Class A Common Stock",NASDAQ,EXFY
EXLS,"ExlService Holdings, Inc. - Common Stock",NASDAQ,EXLS
EXOZ,eXoZymes Inc. - Common Stock,NASDAQ,EXOZ
EXPE,"Expedia Group, Inc. - Common Stock",NASDAQ,EXPE
EXPI,"eXp World Holdings, Inc. - Common Stock",NASDAQ,EXPI
EXPO,"Exponent, Inc. - Common Stock",NASDAQ,EXPO
EXTR,"Extreme Networks, Inc. - Common Stock",NASDAQ,EXTR
EYE,"National Vision Holdings, Inc. - Common Stock",NASDAQ,EYE
EYPT,"EyePoint Pharmaceuticals, Inc. - Common Stock",NASDAQ,EYPT
EZGO,EZGO Technologies Ltd. - Ordinary Shares,NASDAQ,EZGO
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",NASDAQ,EZPW
FA,First Advantage Corporation - Common Stock,NASDAQ,FA
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,NASDAQ,FACT
FACTU,FACT II Acquisition Corp. - Unit,NASDAQ,FACTU
FACTW,FACT II Acquisition Corp. - Warrant,NASDAQ,FACTW
FAMI,"Farmmi, INC. - Ordinary Shares",NASDAQ,FAMI
FANG,"Diamondback Energy, Inc. - Common Stock",NASDAQ,FANG
FARM,Farmer Brothers Company - Common Stock,NASDAQ,FARM
FAST,Fastenal Company - Common Stock,NASDAQ,FAST
FAT,FAT Brands Inc. - Common Stock,NASDAQ,FAT
FATBB,FAT Brands Inc. - Class B Common Stock,NASDAQ,FATBB
FATBP,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,NASDAQ,FATBP
FATE,"Fate Therapeutics, Inc. - Common Stock",NASDAQ,FATE
FATN,"FatPipe, Inc. - common stock",NASDAQ,FATN
FBGL,FBS Global Limited - Ordinary Shares,NASDAQ,FBGL
FBIO,"Fortress Biotech, Inc. - Common Stock",NASDAQ,FBIO
FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ,FBIOP
FBIZ,"First Business Financial Services, Inc. - Common Stock",NASDAQ,FBIZ
FBLA,"FB Bancorp, Inc. - Common Stock",NASDAQ,FBLA
FBLG,"FibroBiologics, Inc. - Common Stock",NASDAQ,FBLG
FBNC,First Bancorp - Common Stock,NASDAQ,FBNC
FBRX,"Forte Biosciences, Inc.  - Common Stock",NASDAQ,FBRX
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",NASDAQ,FBYD
FBYDW,"Falcon's Beyond Global, Inc. - Warrants",NASDAQ,FBYDW
FCAP,"First Capital, Inc. - Common Stock",NASDAQ,FCAP
FCBC,"First Community Bankshares, Inc. - Common Stock",NASDAQ,FCBC
FCCO,First Community Corporation - Common Stock,NASDAQ,FCCO
FCEL,"FuelCell Energy, Inc. - Common Stock",NASDAQ,FCEL
FCFS,"FirstCash Holdings, Inc. - Common Stock",NASDAQ,FCFS
FCHL,Fitness Champs Holdings Limited - Common Stock,NASDAQ,FCHL
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",NASDAQ,FCNCA
FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",NASDAQ,FCNCO
FCNCP,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,FCNCP
FCUV,Focus Universal Inc. - Common Stock,NASDAQ,FCUV
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",NASDAQ,FDBC
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",NASDAQ,FDMT
FDSB,"Fifth District Bancorp, Inc. - Common Stock",NASDAQ,FDSB
FDUS,Fidus Investment Corporation - Closed End Fund,NASDAQ,FDUS
FEAM,"5E Advanced Materials, Inc. - Common Stock",NASDAQ,FEAM
FEBO,Fenbo Holdings Limited - Class A Ordinary Shares,NASDAQ,FEBO
FEIM,"Frequency Electronics, Inc. - Common Stock",NASDAQ,FEIM
FELE,"Franklin Electric Co., Inc. - Common Stock",NASDAQ,FELE
FEMY,Femasys Inc. - Common Stock,NASDAQ,FEMY
FENC,Fennec Pharmaceuticals Inc. - Common Stock,NASDAQ,FENC
FER,Ferrovial SE - Ordinary Shares,NASDAQ,FER
FERA,Fifth Era Acquisition Corp I - Class A Ordinary Shares,NASDAQ,FERA
FERAR,Fifth Era Acquisition Corp I - Rights,NASDAQ,FERAR
FERAU,Fifth Era Acquisition Corp I - Units,NASDAQ,FERAU
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,NASDAQ,FFAI
FFAIW,Faraday Future Intelligent Electric Inc. - Warrant,NASDAQ,FFAIW
FFBC,First Financial Bancorp. - Common Stock,NASDAQ,FFBC
FFIC,Flushing Financial Corporation - Common Stock,NASDAQ,FFIC
FFIN,"First Financial Bankshares, Inc. - Common Stock",NASDAQ,FFIN
FFIV,"F5, Inc. - Common Stock",NASDAQ,FFIV
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",NASDAQ,FGBI
FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ,FGBIP
FGEN,"FibroGen, Inc - Common Stock",NASDAQ,FGEN
FGI,FGI Industries Ltd. - Ordinary Shares,NASDAQ,FGI
FGIWW,FGI Industries Ltd. - warrant,NASDAQ,FGIWW
FGL,Founder Group Limited - Class A Ordinary Shares,NASDAQ,FGL
FGMC,FG Merger II Corp. - Common stock,NASDAQ,FGMC
FGMCR,FG Merger II Corp. - Rights,NASDAQ,FGMCR
FGMCU,FG Merger II Corp. - Unit,NASDAQ,FGMCU
FGNX,FG Nexus Inc. - Common Stock,NASDAQ,FGNX
FGNXP,FG Nexus Inc. - 8.00% Cumulative Series A Preferred Stock,NASDAQ,FGNXP
FHB,"First Hawaiian, Inc. - Common Stock",NASDAQ,FHB
FHTX,Foghorn Therapeutics Inc. - Common Stock,NASDAQ,FHTX
FIBK,"First Interstate BancSystem, Inc. - Common Stock",NASDAQ,FIBK
FIEE,"FiEE, Inc - Common Stock",NASDAQ,FIEE
FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",NASDAQ,FIGR
FIGX,FIGX Capital Acquisition Corp. - Class A ordinary share,NASDAQ,FIGX
FIGXU,FIGX Capital Acquisition Corp. - Units,NASDAQ,FIGXU
FIGXW,FIGX Capital Acquisition Corp. - one-half of one redeemable warrant.,NASDAQ,FIGXW
FINW,FinWise Bancorp - Common Stock,NASDAQ,FINW
FIP,FTAI Infrastructure Inc. - Common Stock,NASDAQ,FIP
FISI,"Financial Institutions, Inc. - Common Stock",NASDAQ,FISI
FITB,Fifth Third Bancorp - Common Stock,NASDAQ,FITB
FITBI,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,NASDAQ,FITBI
FITBO,"Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",NASDAQ,FITBO
FITBP,"Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",NASDAQ,FITBP
FIVE,"Five Below, Inc. - Common Stock",NASDAQ,FIVE
FIVN,"Five9, Inc. - Common Stock",NASDAQ,FIVN
FIZZ,National Beverage Corp. - Common Stock,NASDAQ,FIZZ
FKWL,Franklin Wireless Corp. - common stock,NASDAQ,FKWL
FLD,"Fold Holdings, Inc. - Class A Common Stock",NASDAQ,FLD
FLDDW,"Fold Holdings, Inc. - Warrant",NASDAQ,FLDDW
FLEX,Flex Ltd. - Ordinary Shares,NASDAQ,FLEX
FLGC,Flora Growth Corp. - Common Stock,NASDAQ,FLGC
FLGT,"Fulgent Genetics, Inc. - Common Stock",NASDAQ,FLGT
FLL,"Full House Resorts, Inc. - Common Stock",NASDAQ,FLL
FLNC,"Fluence Energy, Inc. - Class A Common Stock",NASDAQ,FLNC
FLNT,"Fluent, Inc. - Common Stock",NASDAQ,FLNT
FLUX,"Flux Power Holdings, Inc. - Common Stock",NASDAQ,FLUX
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",NASDAQ,FLWS
FLX,BingEx Limited - American Depositary Shares,NASDAQ,FLX
FLXS,"Flexsteel Industries, Inc. - Common Stock",NASDAQ,FLXS
FLY,Firefly Aerospace Inc. - Common Stock,NASDAQ,FLY
FLYE,"Fly-E Group, Inc. - Common Stock",NASDAQ,FLYE
FLYW,Flywire Corporation - Voting Common Stock,NASDAQ,FLYW
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",NASDAQ,FMAO
FMBH,"First Mid Bancshares, Inc. - Common Stock",NASDAQ,FMBH
FMFC,Kandal M Venture Limited - Class A ordinary Shares,NASDAQ,FMFC
FMNB,Farmers National Banc Corp. - Common Stock,NASDAQ,FMNB
FMST,Foremost Clean Energy Ltd. - Common Shares,NASDAQ,FMST
FMSTW,Foremost Clean Energy Ltd. - Warrant,NASDAQ,FMSTW
FNGR,"FingerMotion, Inc. - common stock",NASDAQ,FNGR
FNKO,"Funko, Inc. - Class A Common Stock",NASDAQ,FNKO
FNLC,"First Bancorp, Inc (ME) - Common Stock",NASDAQ,FNLC
FNWB,First Northwest Bancorp - Common Stock,NASDAQ,FNWB
FNWD,Finward Bancorp - common stock,NASDAQ,FNWD
